nombre_invocador,kills_player_kda,deaths_player_kda,assists_player_kda,rol_1,games_per_rol_1,winrate_per_rol_1,rol_2,games_per_rol_2,winrate_per_rol_2,rol_3,games_per_rol_3,winrate_per_rol_3
Daenerysz,7.7,5.1,7.9,Mid,196,57.7,AD Carry,35.0,48.6,Top,4.0,75.0
강한행운형,5.9,4.2,8.1,Jungler,394,52.8,Top,27.0,66.7,Mid,6.0,33.3
bodaZZZ,6.9,7.0,5.5,Top,507,52.1,AD Carry,108.0,50.0,Jungler,27.0,55.6
xFlavour4youGirl,7.3,4.9,8.5,Jungler,93,59.1,Top,8.0,75.0,Mid,6.0,50.0
H3LLRA1SER,5.6,5.6,7.0,AD Carry,202,55.4,Support,22.0,31.8,Mid,4.0,50.0
EIoHigh Nocturne,9.3,4.6,5.8,Jungler,133,51.9,Mid,23.0,47.8,Top,12.0,66.7
Ti Ti Ti Ti Ti,9.2,5.7,6.5,Jungler,219,48.9,AD Carry,74.0,60.8,Support,44.0,54.5
BL0WJ0BPRINCESS,8.5,8.2,9.8,Support,197,57.9,Jungler,31.0,32.3,Top,1.0,0.0
Stormaxx,7.1,4.1,8.3,Jungler,262,58.0,Top,20.0,70.0,Mid,9.0,33.3
temido pica pau,9.4,5.2,8.6,Jungler,71,70.4,Mid,14.0,57.1,Top,6.0,50.0
vx Kaisen0128,7.1,5.2,6.5,Mid,138,61.6,AD Carry,36.0,69.4,Top,14.0,57.1
No longer love,5.6,5.0,6.6,Top,161,58.4,Jungler,82.0,52.4,Mid,63.0,52.4
where is shee,7.2,5.9,6.7,Jungler,339,58.1,Mid,25.0,36.0,Top,21.0,52.4
Erisipela,4.9,4.0,5.6,Top,170,52.4,Mid,8.0,25.0,Support,6.0,66.7
Mr Unerwünscht,7.6,3.3,7.7,Mid,134,71.6,Jungler,8.0,37.5,Support,6.0,66.7
Van Joune,9.0,5.8,6.1,AD Carry,258,54.7,Mid,12.0,41.7,Support,3.0,0.0
BRO Hena,6.0,4.4,6.3,AD Carry,293,52.6,Mid,8.0,50.0,Top,6.0,66.7
mqxsowhatt,5.3,6.3,5.6,Top,439,52.6,Jungler,45.0,48.9,AD Carry,39.0,41.0
PÎGNER,6.5,5.2,6.0,Mid,344,51.7,Jungler,45.0,46.7,Top,32.0,62.5
the xx hood,6.9,5.0,6.1,AD Carry,273,53.1,Mid,8.0,37.5,Support,3.0,66.7
OSU Haniagra,3.9,5.1,10.4,Jungler,268,53.7,Support,61.0,45.9,Top,1.0,100.0
VaIiant Effort,7.0,5.1,6.6,Mid,255,55.7,Jungler,27.0,51.9,Top,19.0,42.1
TH SPKTRA,6.6,4.5,6.2,AD Carry,158,57.0,Mid,6.0,50.0,Jungler,1.0,100.0
DKB Mittelmäßig,6.5,4.5,6.5,Mid,206,53.4,Jungler,19.0,63.2,Top,10.0,30.0
YoRHa No2 Type E,5.2,4.6,4.9,Top,111,55.0,Mid,9.0,44.4,AD Carry,8.0,62.5
Nujabes Luvsic,4.1,4.9,11.4,Support,144,59.7,Top,23.0,47.8,AD Carry,10.0,50.0
Snow Lion,5.0,4.8,4.3,Top,423,53.0,Mid,23.0,47.8,Support,3.0,0.0
Doppıo,7.3,5.0,8.7,Jungler,142,62.0,AD Carry,19.0,57.9,Mid,8.0,62.5
R Î Î N,7.9,5.0,7.7,Mid,73,49.3,Top,60.0,66.7,Jungler,19.0,78.9
KHK TLamp,6.5,5.1,7.0,AD Carry,210,54.3,Mid,20.0,60.0,Support,2.0,50.0
MJ Twenty Three,6.4,5.4,6.5,AD Carry,219,56.2,Mid,6.0,33.3,Support,2.0,0.0
Tank Evans1,6.3,5.0,7.9,Jungler,131,53.4,Top,16.0,50.0,Mid,12.0,58.3
THIAGUlNHO,5.7,5.8,6.6,Mid,300,55.3,AD Carry,57.0,47.4,Top,14.0,35.7
PSYCHA WRACA,5.7,4.7,4.8,Top,457,52.5,Mid,21.0,47.6,Jungler,10.0,70.0
Blaster3,5.0,5.2,8.1,AD Carry,87,52.9,Support,56.0,55.4,Mid,37.0,56.8
SócioViceDiretor,9.3,6.6,5.2,Jungler,366,50.8,Mid,14.0,57.1,Top,10.0,60.0
Deftin,6.7,7.1,6.9,AD Carry,324,53.4,Mid,10.0,50.0,Top,3.0,33.3
Asa Mitakα,6.4,6.3,8.1,AD Carry,119,57.1,Support,15.0,73.3,Mid,2.0,0.0
mid kr,5.1,4.2,5.0,Mid,286,53.5,AD Carry,31.0,48.4,Top,4.0,50.0
mid impact kek,4.1,3.2,7.4,Mid,251,54.2,Support,37.0,59.5,Top,25.0,48.0
Toο Many Nights,6.0,4.8,5.9,Top,53,71.7,Jungler,5.0,80.0,AD Carry,4.0,25.0
Laguna R,3.7,5.7,12.6,Support,272,57.4,Mid,65.0,50.8,AD Carry,8.0,25.0
잘가요 굿바이,7.7,4.8,7.3,Jungler,123,54.5,Top,16.0,81.3,Mid,2.0,0.0
beansu,2.2,4.3,12.3,Support,252,54.4,Mid,14.0,71.4,Top,5.0,60.0
PriqtnoZakruglen,6.2,4.4,7.2,Jungler,293,55.3,Mid,6.0,50.0,Top,4.0,25.0
Mute And Pray,5.4,5.3,8.1,Support,477,52.2,Mid,8.0,62.5,Top,5.0,40.0
Dibei,5.7,5.7,6.2,Top,173,61.8,Support,23.0,47.8,AD Carry,7.0,71.4
Avuhlie,2.8,5.1,12.8,Support,305,52.1,AD Carry,45.0,53.3,Mid,4.0,0.0
Julbu,6.8,4.8,9.5,Jungler,246,56.5,Support,6.0,50.0,Top,5.0,40.0
Hide on Bush7,7.2,5.7,5.9,Mid,194,52.6,AD Carry,23.0,47.8,Support,22.0,50.0
guiven19,7.4,7.3,5.5,Mid,69,60.9,Top,62.0,58.1,Jungler,8.0,25.0
AddictedToBacon,5.5,4.4,4.1,Top,261,53.6,Mid,26.0,50.0,AD Carry,13.0,61.5
BOLADO DMS,4.2,5.4,6.6,Top,440,52.5,Jungler,62.0,53.2,Mid,24.0,62.5
Just1,1.8,4.8,14.2,Support,250,53.2,AD Carry,6.0,33.3,Top,6.0,50.0
SK Irrelevant,5.8,5.8,5.0,Top,260,52.3,Mid,4.0,75.0,Support,1.0,0.0
gg good gameXD,5.4,4.9,7.1,Mid,377,51.5,AD Carry,49.0,55.1,Top,9.0,66.7
Unméi,3.0,5.1,12.1,Support,230,54.8,Mid,14.0,28.6,AD Carry,9.0,66.7
v9 Fenrir2k,6.2,4.3,9.5,Jungler,417,54.0,Top,6.0,50.0,Mid,5.0,20.0
fazetwistzz,5.5,4.2,6.7,AD Carry,95,52.6,Mid,48.0,62.5,Support,31.0,67.7
jukes fan,6.7,5.8,7.2,Jungler,106,57.5,Top,53.0,56.6,AD Carry,43.0,51.2
RTS GhosTy 77,6.7,5.4,7.6,AD Carry,229,49.3,Jungler,164.0,51.8,Top,17.0,52.9
ahkicvcgj,5.7,5.2,8.0,AD Carry,143,57.3,Support,40.0,50.0,Mid,1.0,0.0
GazpachitoAbuser,4.5,3.8,5.8,Top,223,55.2,Mid,2.0,100.0,Jungler,1.0,0.0
zxsdaxnty,5.9,4.7,7.6,AD Carry,115,61.7,Support,32.0,43.8,Top,5.0,40.0
WAOLITE,6.2,5.7,7.6,AD Carry,246,55.3,Support,29.0,62.1,Mid,3.0,33.3
Ameericle,4.5,4.9,10.9,Support,115,59.1,AD Carry,64.0,51.6,Mid,3.0,66.7
Canbe,2.3,4.5,11.6,Support,370,52.7,Jungler,37.0,62.2,Mid,17.0,23.5
Kurt Guterres,11.1,6.5,7.1,Jungler,198,53.0,Mid,7.0,85.7,AD Carry,7.0,42.9
socorromcorro,2.2,4.5,14.8,Top,153,54.9,Support,16.0,81.3,Mid,2.0,0.0
Simpli,6.5,4.6,5.8,Mid,147,55.1,Top,15.0,53.3,AD Carry,11.0,54.5
TTV Megaman7n7,4.8,4.0,7.3,Mid,210,54.8,Support,112.0,56.3,AD Carry,66.0,45.5
Shadowraze,6.4,5.1,6.0,Mid,113,57.5,Top,28.0,57.1,Jungler,16.0,62.5
FUT Mojito,6.9,6.1,8.5,Jungler,262,55.0,Support,32.0,65.6,Top,20.0,45.0
Haïtys,5.1,2.6,6.4,Mid,139,56.1,Support,11.0,54.5,AD Carry,8.0,62.5
xHypoxia,6.0,4.2,7.8,AD Carry,147,60.5,Mid,5.0,40.0,Support,1.0,0.0
care bad girl,8.1,5.9,6.9,Jungler,168,56.0,Top,54.0,51.9,Mid,25.0,36.0
Karthola,7.5,8.4,8.8,Support,240,52.1,Jungler,125.0,52.0,Mid,41.0,46.3
Randy VI,6.4,4.3,5.4,Top,153,53.6,Mid,21.0,52.4,AD Carry,1.0,0.0
31051989,6.4,5.1,8.8,Jungler,333,53.5,Top,17.0,47.1,Mid,12.0,41.7
5R ADC,6.6,5.5,6.9,AD Carry,404,54.7,Mid,40.0,50.0,Jungler,14.0,42.9
Yuu13,7.2,4.1,7.2,Jungler,349,53.9,Support,24.0,41.7,Top,5.0,80.0
WORLDS2023,5.3,4.5,5.7,Mid,280,52.9,AD Carry,35.0,62.9,Top,7.0,42.9
clbc,6.3,6.0,7.9,Mid,51,52.9,Support,16.0,56.3,Top,7.0,85.7
NILESNILESNILES,5.8,5.6,5.3,Top,200,53.5,AD Carry,8.0,25.0,Jungler,5.0,80.0
Paolocannone,2.2,4.7,13.8,Support,344,53.8,Mid,7.0,57.1,Top,1.0,100.0
Kozak Trainee,8.4,4.5,6.0,AD Carry,173,60.7,Mid,12.0,66.7,Top,4.0,50.0
tl honda c arrow,6.8,5.3,7.9,AD Carry,160,57.5,Mid,11.0,54.5,Support,4.0,25.0
neo shrimp,7.4,5.8,5.8,Mid,130,58.5,Top,46.0,56.5,Support,6.0,33.3
Amethyst A kelly,4.9,4.9,10.0,Support,164,53.7,Mid,115.0,50.4,AD Carry,41.0,46.3
Isolde Fanbøy,8.2,6.5,7.8,Jungler,176,61.9,Mid,7.0,57.1,Top,4.0,25.0
TwTv DarkAuraLOL,9.5,6.6,7.0,Jungler,157,56.7,Mid,5.0,20.0,Support,1.0,0.0
Viego is trash,7.5,5.0,6.2,Jungler,257,53.3,AD Carry,13.0,38.5,Top,11.0,27.3
helal xagog,7.2,4.5,8.5,Jungler,101,63.4,Mid,8.0,62.5,Top,2.0,0.0
Juliera1,6.1,4.9,6.6,AD Carry,201,50.7,Mid,25.0,64.0,Top,8.0,50.0
21kid,6.0,4.8,8.1,Jungler,124,59.7,Top,11.0,36.4,Mid,8.0,62.5
ΙcyGale,6.0,3.0,4.1,Top,70,72.9,Jungler,1.0,0.0,Mid,1.0,100.0
u should know me,4.7,5.1,5.7,Top,224,51.8,AD Carry,4.0,25.0,Mid,2.0,50.0
DONTBECRY,6.8,5.2,6.8,AD Carry,85,57.6,Top,51.0,60.8,Jungler,16.0,75.0
Pullks,2.9,4.5,11.2,Jungler,327,53.8,Mid,7.0,71.4,Top,1.0,100.0
PokéMart,6.9,4.5,8.5,Jungler,112,57.1,Top,11.0,54.5,Mid,5.0,60.0
LeGrosMax,5.3,4.6,7.5,Mid,161,55.9,AD Carry,31.0,38.7,Top,19.0,52.6
Lynter,7.4,5.2,7.7,Mid,314,52.5,Support,99.0,45.5,Top,9.0,55.6
JohnnyCap,7.0,5.0,6.7,Mid,217,53.0,Jungler,99.0,53.5,Top,4.0,0.0
Nim Chimpsky,4.0,3.9,8.0,Mid,116,59.5,Top,44.0,45.5,Jungler,1.0,0.0
Linkz,2.4,5.0,13.1,Support,175,58.9,AD Carry,9.0,44.4,Jungler,1.0,0.0
rly nice,1.8,3.2,13.6,Support,141,58.9,0.0,0.0,0.0,0.0,0.0,0.0
nnwsscdbzdsmsds,9.5,6.2,7.8,AD Carry,96,58.3,Jungler,20.0,70.0,Mid,1.0,100.0
1134 2 09,5.2,4.0,4.7,Top,280,55.7,Jungler,9.0,44.4,Mid,4.0,75.0
missss,2.0,4.7,13.4,Support,120,54.2,Top,2.0,100.0,Mid,1.0,100.0
your daddy girl,6.1,4.9,5.8,Top,357,56.9,Mid,20.0,55.0,Support,6.0,66.7
Maςaquiñø,7.0,4.4,6.5,Mid,247,54.7,AD Carry,22.0,45.5,Top,1.0,100.0
Yubero,3.6,4.9,12.4,Jungler,192,57.8,Mid,3.0,33.3,Top,2.0,50.0
Shiba lnu,7.2,4.8,7.3,Mid,165,53.9,AD Carry,24.0,58.3,Top,1.0,0.0
Alien Hominid,6.8,5.2,6.5,Mid,126,56.3,AD Carry,39.0,64.1,Jungler,7.0,14.3
pwvx hxx1063,2.5,5.0,13.0,Support,187,55.6,AD Carry,17.0,58.8,Jungler,1.0,0.0
Bruno04,5.1,3.8,11.8,Jungler,105,66.7,Top,10.0,50.0,AD Carry,2.0,50.0
ΨΞΞΞΞΞΞΨ,7.5,5.1,8.6,Jungler,161,53.4,Top,10.0,80.0,Mid,10.0,50.0
Abu Andrew Tate,3.7,4.3,9.3,Support,91,51.6,Mid,39.0,53.8,AD Carry,31.0,64.5
PI Tobi,4.0,3.5,7.2,Top,198,54.5,Mid,5.0,80.0,Jungler,2.0,50.0
Duty,7.4,4.6,8.6,Jungler,76,61.8,Top,7.0,71.4,AD Carry,6.0,33.3
Zhang Hao,5.7,4.6,9.6,Mid,148,56.8,Support,79.0,51.9,AD Carry,17.0,41.2
K1LLER OZBEY,7.2,3.7,4.9,Mid,104,58.7,Top,17.0,64.7,Jungler,7.0,42.9
Gabriela Infante,6.1,5.1,9.6,Jungler,95,69.5,Support,17.0,52.9,Top,4.0,50.0
CAPTAIN SPACEBOY,6.9,5.3,6.5,AD Carry,298,52.0,Mid,5.0,40.0,Top,2.0,50.0
deluxecoco,4.3,4.1,8.9,Jungler,90,56.7,Top,75.0,56.0,Support,17.0,47.1
CG Einard,5.5,4.9,6.6,Mid,412,53.4,AD Carry,34.0,47.1,Top,15.0,40.0
keainvren1,6.1,4.7,6.9,Jungler,248,54.4,Top,27.0,48.1,AD Carry,18.0,55.6
Fanthom,7.6,3.9,6.8,Mid,117,55.6,Support,5.0,60.0,Top,3.0,100.0
Tsar Simeon I,5.8,4.6,8.7,Jungler,260,55.8,Top,11.0,63.6,Mid,4.0,0.0
Wardstone Wadid,3.2,4.7,11.0,Support,175,53.7,Jungler,29.0,58.6,AD Carry,4.0,75.0
Plαnk,5.7,6.1,6.2,Top,339,52.5,AD Carry,9.0,22.2,Mid,4.0,50.0
dfgtredfg4,6.6,5.2,7.0,AD Carry,109,63.3,Mid,4.0,50.0,Support,4.0,25.0
Kzed,6.6,4.1,8.1,AD Carry,102,62.7,Support,11.0,45.5,Jungler,2.0,0.0
Gokkex,3.0,3.2,6.4,Top,285,54.0,AD Carry,3.0,33.3,Mid,2.0,0.0
Sirschmoopie,5.6,4.3,8.0,Mid,118,62.7,Jungler,28.0,53.6,Top,6.0,66.7
solukmavinokta,2.1,5.2,13.0,Support,195,55.4,Mid,2.0,0.0,Top,1.0,0.0
rwta th mana s,2.9,6.7,12.8,Support,274,53.6,AD Carry,13.0,46.2,Jungler,2.0,50.0
Wings,2.2,6.5,13.6,Support,478,55.0,Mid,36.0,52.8,AD Carry,24.0,45.8
Taiman,7.3,6.3,6.6,Mid,115,58.3,Top,54.0,46.3,Jungler,11.0,54.5
Zeyfrom,6.9,6.0,6.8,AD Carry,784,51.4,Support,17.0,41.2,Mid,10.0,50.0
TwiTv Fefes01,3.6,4.8,4.8,Top,403,52.9,Support,10.0,50.0,Mid,7.0,57.1
Demons within,5.2,6.7,10.4,AD Carry,202,53.0,Support,179.0,55.9,Jungler,9.0,22.2
Mini Cowboy,4.6,4.4,6.6,Top,265,51.7,Mid,14.0,50.0,AD Carry,11.0,45.5
artistic turtle,4.7,4.7,4.8,Top,341,52.5,0.0,0.0,0.0,0.0,0.0,0.0
Killua ZoIdyck K,7.1,5.2,6.7,AD Carry,218,55.0,Mid,18.0,33.3,Support,14.0,50.0
Objectif Cafard,5.7,5.4,4.6,Top,315,54.0,Mid,8.0,62.5,AD Carry,5.0,60.0
pangjin Bear,7.6,5.4,6.4,AD Carry,319,54.2,Support,20.0,45.0,Mid,7.0,42.9
Shrio,6.0,4.6,6.7,Mid,358,51.4,AD Carry,28.0,64.3,Jungler,5.0,60.0
AKR Woden,4.1,4.1,10.8,Jungler,206,52.4,Support,21.0,66.7,Mid,3.0,33.3
ivern to rank 1,3.0,4.7,12.3,Jungler,290,56.2,Top,12.0,8.3,Mid,6.0,66.7
Guts,2.8,3.2,8.4,Top,378,51.3,Mid,4.0,50.0,Support,3.0,0.0
LaranjaVitaminaC,5.8,5.2,6.0,Top,232,53.0,Mid,115.0,53.0,AD Carry,3.0,0.0
Snonky,4.8,3.2,6.4,Mid,603,54.7,Jungler,50.0,40.0,Top,9.0,66.7
shiny wyd,6.2,4.4,6.5,Mid,156,51.9,Jungler,95.0,56.8,Top,36.0,50.0
주니어 네키,4.6,5.0,5.8,Mid,276,52.5,Top,41.0,51.2,Support,15.0,40.0
StormShade,5.2,5.8,8.9,Mid,182,53.8,Support,133.0,60.2,Jungler,67.0,59.7
Doaenel 1 Dantes,6.6,5.6,7.9,Jungler,441,52.6,Mid,6.0,50.0,Top,3.0,66.7
MUDAO,3.9,5.0,11.6,Jungler,288,53.8,Support,50.0,50.0,Top,2.0,0.0
Jasinto,6.6,5.5,7.5,AD Carry,261,55.2,Support,67.0,49.3,Top,36.0,47.2
ruep,7.6,6.2,6.1,AD Carry,267,55.8,Mid,10.0,50.0,Support,3.0,66.7
What is Lethani,5.5,4.7,4.0,Top,162,54.9,Mid,148.0,52.7,Jungler,1.0,0.0
qvttzxcc,6.1,5.4,7.9,Jungler,231,55.0,Top,29.0,51.7,Mid,3.0,66.7
Griff7,6.6,5.4,6.9,AD Carry,241,51.5,Jungler,14.0,21.4,Mid,4.0,50.0
Dongus Maximus69,3.8,5.0,12.0,Jungler,321,57.6,Support,14.0,28.6,Mid,3.0,66.7
Goku SSJ 16,4.8,5.3,4.6,Top,228,51.3,Jungler,11.0,72.7,AD Carry,7.0,71.4
Lesions,4.1,4.4,8.1,Top,111,59.5,Support,37.0,67.6,Jungler,1.0,100.0
This game canwin,3.9,3.8,4.6,Top,240,55.0,Mid,9.0,44.4,AD Carry,1.0,100.0
Chomp,5.6,4.4,8.6,Mid,192,50.0,Support,50.0,52.0,AD Carry,24.0,50.0
domicano,3.8,5.3,11.3,Support,175,57.7,Mid,62.0,41.9,AD Carry,15.0,40.0
CuLaterr,2.5,4.8,12.7,Support,173,53.2,Mid,35.0,48.6,Jungler,3.0,33.3
BrutalStrike,9.0,6.2,6.8,AD Carry,268,56.0,Mid,12.0,58.3,Jungler,6.0,50.0
Senshuu,7.2,5.0,6.9,AD Carry,274,53.3,Jungler,71.0,49.3,Support,8.0,50.0
Trµst,1.8,5.4,12.7,Support,212,55.7,Top,24.0,50.0,AD Carry,16.0,56.3
Wild Grandpa,2.7,5.1,9.9,Support,144,54.9,Jungler,33.0,54.5,Top,16.0,43.8
IamaNewby,2.2,4.4,12.6,Support,103,52.4,Mid,9.0,88.9,AD Carry,6.0,50.0
QiyanaKlNG,6.3,4.7,6.2,Mid,134,53.7,Top,47.0,57.4,Support,7.0,42.9
LegendSense,5.0,5.0,8.4,Mid,59,57.6,AD Carry,29.0,51.7,Support,12.0,66.7
fix ur FKIN game,2.2,5.1,12.7,Support,226,52.2,AD Carry,25.0,44.0,Mid,3.0,66.7
Caüse,3.8,4.4,13.1,Support,166,53.6,AD Carry,18.0,55.6,Jungler,17.0,47.1
NIKJOJO 1,6.5,4.5,6.9,Mid,466,52.1,Jungler,89.0,39.3,Support,29.0,51.7
zkwlshqhkfk,4.9,6.0,8.9,Jungler,662,52.6,Top,82.0,39.0,Mid,27.0,33.3
Kiszee,6.4,5.0,8.3,AD Carry,92,57.6,Support,39.0,64.1,Top,11.0,36.4
give me rivotril,7.2,4.9,6.1,AD Carry,84,52.4,Jungler,44.0,59.1,Support,1.0,100.0
pull up skrrt,2.2,5.1,13.2,Support,136,59.6,Jungler,3.0,0.0,Mid,1.0,100.0
nicolaiy,6.2,5.3,7.5,Jungler,521,51.4,Top,8.0,50.0,Mid,4.0,50.0
WildTurtle,6.7,4.7,6.4,AD Carry,289,52.9,Jungler,24.0,37.5,Mid,14.0,57.1
Esquilinha,7.9,4.1,6.8,Mid,162,60.5,Jungler,44.0,61.4,Top,1.0,0.0
Fullscreened,7.6,6.8,7.5,Mid,275,52.4,Top,42.0,47.6,Support,18.0,38.9
Cerchiaro Bro0k,7.1,5.9,7.0,AD Carry,409,54.0,Mid,10.0,50.0,Top,3.0,100.0
lens7,5.9,4.7,6.3,AD Carry,112,54.5,Support,8.0,50.0,Top,6.0,66.7
4rch,6.8,6.6,8.3,AD Carry,331,54.7,Support,23.0,56.5,Mid,15.0,46.7
zdne,6.7,5.0,7.0,AD Carry,398,52.5,Support,59.0,54.2,Mid,22.0,45.5
TTV Poliko,4.8,4.7,6.7,Mid,599,51.4,AD Carry,67.0,44.8,Jungler,7.0,28.6
bialy mbappé,6.0,6.3,9.0,Jungler,192,56.3,Mid,37.0,59.5,Top,27.0,48.1
Reu,5.3,4.2,7.1,Mid,315,54.0,Support,72.0,34.7,Top,17.0,70.6
ADOTE UM YORDLE1,6.2,6.1,7.8,Mid,227,52.0,Top,126.0,54.0,Jungler,15.0,40.0
Living Legeno,2.0,5.2,13.2,Support,376,54.0,Mid,8.0,12.5,Top,6.0,83.3
대머리,4.6,3.7,6.7,Top,347,52.4,Mid,19.0,52.6,Support,5.0,0.0
cdrc,5.9,5.1,6.6,Mid,259,58.7,AD Carry,15.0,26.7,Top,6.0,33.3
10 시즌 담원우승,8.4,4.1,5.7,Mid,321,55.1,Top,12.0,41.7,AD Carry,1.0,0.0
Lavandina NaClO,5.9,4.4,8.0,AD Carry,193,53.4,Support,84.0,53.6,Jungler,1.0,100.0
pile of atoms,6.2,4.6,6.3,Mid,323,52.6,AD Carry,3.0,33.3,Top,2.0,50.0
Cowfan,4.8,4.4,5.3,Top,353,52.1,Support,10.0,40.0,Mid,7.0,57.1
Sterkte,8.2,7.3,5.8,Mid,159,54.7,Top,89.0,49.4,AD Carry,4.0,50.0
Snabipojk,2.6,5.9,13.3,Support,313,52.7,Mid,10.0,70.0,AD Carry,2.0,50.0
vincent nasty,5.3,6.1,9.4,AD Carry,142,57.7,Support,136.0,49.3,Jungler,11.0,36.4
조관우급 늪 설치,4.3,4.5,6.3,Top,225,56.4,Support,40.0,45.0,Mid,12.0,58.3
조이마더,5.8,4.2,7.7,Jungler,159,56.0,Top,38.0,60.5,Mid,2.0,50.0
Mothérs Milk,4.9,3.9,6.3,Top,190,53.2,Jungler,66.0,51.5,Mid,11.0,63.6
Rinuseash,5.8,6.1,6.5,Mid,143,50.3,Top,40.0,70.0,AD Carry,13.0,23.1
Snakobki,5.9,4.9,7.1,Mid,153,50.3,AD Carry,121.0,62.8,Top,5.0,40.0
LFT Yuno,7.1,5.9,5.9,Top,173,53.8,Mid,5.0,60.0,Jungler,3.0,100.0
Jokers,7.8,6.6,6.3,AD Carry,207,53.6,Mid,31.0,58.1,Top,27.0,51.9
토끼예나 예쁘다,4.8,4.3,8.3,Jungler,212,56.1,Top,11.0,45.5,Mid,11.0,54.5
Lehmann,6.1,6.6,7.8,AD Carry,66,56.1,Top,53.0,50.9,Mid,51.0,45.1
Aesenar,2.5,5.3,12.1,Support,187,54.0,Mid,11.0,36.4,AD Carry,8.0,50.0
Viv Mor Est,4.1,4.9,5.9,Top,166,52.4,Jungler,3.0,66.7,Mid,3.0,33.3
하민수2,5.3,4.9,5.3,Top,220,54.1,Mid,21.0,52.4,Support,3.0,33.3
Pichu,4.0,6.7,8.9,Top,128,52.3,Support,58.0,48.3,Mid,8.0,50.0
Bombshell Blonde,2.1,5.0,13.6,Support,157,59.2,AD Carry,4.0,0.0,Mid,2.0,0.0
초이통통,6.3,3.6,6.1,Top,80,66.3,Jungler,60.0,51.7,Support,1.0,100.0
eXyu,6.8,5.2,7.8,Jungler,185,53.5,Top,30.0,36.7,Mid,27.0,59.3
Do you worry,6.4,5.8,6.8,AD Carry,106,60.4,Jungler,23.0,43.5,Top,20.0,55.0
BigosTuszony,4.5,3.6,10.7,Support,63,57.1,Jungler,44.0,54.5,Mid,8.0,87.5
pesho1,6.1,4.8,7.5,Mid,449,53.5,AD Carry,43.0,39.5,Jungler,30.0,43.3
Ýun,8.1,5.3,4.6,Mid,50,56.0,Top,29.0,72.4,Jungler,4.0,25.0
225,5.0,6.1,12.1,Support,163,57.7,AD Carry,46.0,54.3,Top,9.0,44.4
VELJA THE COOK,7.5,4.8,7.4,Jungler,74,56.8,Top,5.0,80.0,Mid,1.0,100.0
Lîcht Rêgên,5.4,4.2,4.9,Top,204,52.5,Mid,20.0,70.0,Jungler,1.0,100.0
Vocho ssj,5.7,5.9,9.7,Jungler,260,53.1,Support,13.0,30.8,Mid,12.0,41.7
Thresh Maker,2.4,5.4,12.8,Support,363,49.9,Mid,39.0,59.0,Top,4.0,50.0
Apex BlindGoat,4.7,3.5,5.4,Mid,447,52.8,AD Carry,54.0,46.3,Top,11.0,18.2
Thomâs Shêlby2,6.5,5.9,5.5,Top,297,54.2,Mid,41.0,61.0,Jungler,36.0,38.9
Gottor,6.7,5.2,7.1,AD Carry,343,53.1,Mid,18.0,38.9,Top,4.0,25.0
Whynot,7.3,5.9,7.9,Jungler,209,53.1,AD Carry,9.0,22.2,Mid,8.0,37.5
Marò,7.9,5.0,7.9,Jungler,164,57.9,AD Carry,72.0,56.9,Top,11.0,72.7
peanuts are nuts,6.7,3.9,6.6,Mid,218,53.2,Jungler,30.0,36.7,Support,9.0,66.7
Diavolo,5.1,4.2,5.3,Top,234,51.3,Mid,20.0,60.0,Jungler,5.0,80.0
PCL,5.3,6.2,5.3,Top,216,52.8,Mid,4.0,25.0,Jungler,3.0,66.7
xd1234,5.0,5.5,9.1,Support,228,50.4,Mid,14.0,57.1,Top,1.0,0.0
마라탕맛있네,6.6,5.5,6.0,Mid,195,51.8,AD Carry,56.0,58.9,Support,12.0,25.0
AGC de sidere,5.5,5.2,8.1,Jungler,227,53.3,Top,10.0,60.0,Mid,4.0,25.0
Weakside Chump,4.7,4.4,4.5,Top,184,54.3,Jungler,8.0,25.0,Mid,3.0,33.3
Aymmy,2.9,5.5,11.8,Support,215,51.6,Mid,26.0,61.5,AD Carry,11.0,72.7
Deft DK,6.7,5.2,7.2,AD Carry,192,57.3,Support,23.0,47.8,Jungler,11.0,18.2
trzrq,6.4,5.1,5.9,AD Carry,175,55.4,Mid,37.0,48.6,Support,13.0,53.8
Kelvinotoe,6.8,5.2,7.9,AD Carry,102,60.8,Support,21.0,52.4,Mid,6.0,66.7
Skylinee,6.6,5.0,6.5,AD Carry,173,54.3,Mid,23.0,43.5,Top,8.0,75.0
FLAGGED 70284155,8.4,6.3,8.8,Jungler,195,57.4,Top,11.0,36.4,AD Carry,8.0,37.5
Viegos Vassal,8.1,4.8,7.5,Jungler,83,61.4,Mid,50.0,64.0,Top,13.0,61.5
Tacos De Trompo,8.6,5.9,6.2,AD Carry,171,57.3,Jungler,24.0,29.2,Mid,19.0,47.4
KAT ADAGA GROSSA,8.1,4.2,5.7,Mid,88,60.2,Top,31.0,58.1,Jungler,4.0,50.0
RivVveN,4.6,4.4,4.6,Top,194,57.7,Mid,2.0,50.0,Support,2.0,50.0
bëebëe,5.7,5.2,9.8,Jungler,158,55.7,Mid,12.0,75.0,Support,10.0,60.0
10S Demøn,6.7,5.4,5.8,Mid,100,61.0,Top,79.0,55.7,AD Carry,3.0,33.3
百鬼丸,3.0,5.7,11.9,Support,71,59.2,AD Carry,23.0,47.8,Top,4.0,50.0
MandenMedSkovlen,6.9,3.5,8.5,Jungler,90,60.0,Top,3.0,66.7,Mid,1.0,100.0
