,nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,Hide on bush,pleroma chronou,Wesley Warren Jr,GOOD GAME GG EZ,Jænsen,dajor25,Percy Magic,M1dLaoBan,Disabled Chattt,boiat nastana
10,nalamango,EUW,Challenger,1298,82,56.2,5.9,4.7,6.0,0.0127830157344075,0.0002013216701906,0.0002362116634389,0.0017812841769605,0.0004049929706705,0.0003817389250338,0.0002928009064699,0.002755264856013,0.0014149290770706,9.575423221839572e-05,0.0052187172563409
11,앗싸 지렸다리,KR,Challenger,1076,283,56.7,5.2,4.4,6.3,0.0109216962484367,0.0002111036488817,0.0002481720758233,0.0023156252740825,0.0004131252049681,0.0004170254472851,0.0003111643378994,0.00195234375495,0.0014616475799779,9.773271430798222e-05,0.0034937562102603
12,the pob,EUW,Challenger,1047,333,51.8,6.1,4.2,5.7,0.0105388236637027,0.0002084957109472,0.000246491251519,0.0042413386980925,0.0003594482850772,0.0004212639613624,0.000291886380581,0.0013055338483641,0.0015225119693878,9.827543918508902e-05,0.001843578119186
13,Tkk,BR,Challenger,1011,410,51.8,5.7,4.6,7.2,0.0101055269051393,0.0002121580289852,0.0002531979664577,0.0037956571926157,0.0003599634019041,0.0004381213540023,0.000300485711476,0.0012740247173295,0.0016212929314988,9.911070176396677e-05,0.0017515148991056
14,Jαvier,EUW,Challenger,1255,97,56.4,5.4,3.9,7.9,0.0099158160835172,0.0001993446915057,0.0002352247295929,0.0020749211891813,0.0003694038148928,0.0003870834491921,0.0002821356076935,0.0016557080822636,0.001433703000254,9.593096496381176e-05,0.0031823605539771
15,DK Saint,KR,Challenger,1116,236,54.0,6.6,5.4,6.3,0.0098055492494847,0.0002049399042967,0.0002418322095372,0.0029991993179379,0.0003656664444568,0.0004050975233378,0.000286504524612,0.0014060661399691,0.0016222375951119,9.728033408121911e-05,0.0021767252561436
16,Titeito,BR,Challenger,1002,442,53.2,7.4,6.3,7.7,0.0096734593483799,0.0002120314347808,0.0002520179947812,0.0039084269462478,0.0003492226652998,0.0004399366783844,0.0002975983653401,0.0011931286715355,0.0013925199972854,9.93967170081025e-05,0.0015291798777164
17,pizzaman007,EUW,Challenger,1118,232,53.1,7.0,5.6,6.9,0.0095086612782404,0.0002033033465909,0.0002399375396832,0.0031021368179815,0.0003526965666875,0.0004081531113275,0.0002840794124384,0.0013200341168726,0.0013548560176174,9.722522430253806e-05,0.0021462391247386
18,Envy Carry,EUW,Challenger,1064,299,52.8,6.6,4.7,6.3,0.0094894653538276,0.0002057784769392,0.0002434975685357,0.0033956959369336,0.0003497240933044,0.0004134263226404,0.0002876649422232,0.0013108420108213,0.0014275938051404,9.79105959740018e-05,0.001757331601315
19,HVAC TECHNlCIAN,EUW,Challenger,1196,149,55.1,5.2,5.0,7.3,0.0094058834621371,0.0002004476398675,0.0002356054749027,0.0026371566375859,0.0003583925433771,0.0003923411490331,0.0002792471938498,0.0014536890826295,0.0014084051700943,9.641684159960548e-05,0.0023441817291972
20,the inescapable,EUW,Challenger,1368,50,60.6,5.7,4.9,5.4,0.0093636148131883,0.0001993655485216,0.0002321550191423,0.0015328094281333,0.0003948576073474,0.0003799088247102,0.0002809366604741,0.0014986768525568,0.0012200041254924,9.542145097418742e-05,0.0035294792958357
21,azek,BR,Challenger,1157,179,54.9,6.8,5.5,7.1,0.0092707815067489,0.0002090289882159,0.0002452685676361,0.0014133280086675,0.000447705684937,0.0004008062885504,0.0003065483136939,0.0015610157454672,0.0013792975872337,9.681735566395348e-05,0.0032109649666829
22,jayce otpe,BR,Challenger,1114,240,58.0,7.0,5.4,6.6,0.0090655568127878,0.0002049218603506,0.0002438016869303,0.0024344653355008,0.0003626604169012,0.0004111422871586,0.0002927198217354,0.0014488674962997,0.0014163783777058,9.74488531776395e-05,0.0021531506770275
23,wx NAtongtiandai,EUW,Challenger,1122,225,55.4,5.6,4.3,5.3,0.0089519319223568,0.0002054195434016,0.0002414868077374,0.0021654114988412,0.000373825874609,0.0004111219102374,0.0002888486383571,0.0013099339902603,0.0013511078151802,9.720388049497616e-05,0.0025075719632373
24,sibal mute all,EUW,Challenger,1406,40,59.0,6.6,4.8,6.0,0.008950587534712,0.0001976883949802,0.0002332691160101,0.0014549326609788,0.0003873825533302,0.000371831011955,0.0002876627374259,0.0023401738931327,0.0012648727372324,9.524831997240562e-05,0.0023175261096938
25,wo hao cai,EUW,Challenger,1006,424,54.5,5.8,4.5,7.1,0.0088952805838661,0.0002130550366235,0.000252798838937,0.0029659705838326,0.0003631855375381,0.0004408951484856,0.0002996902484112,0.0011583268911838,0.0014305207870771,9.916939340407284e-05,0.0016716681183727
26,CHF ABG,OCE,Challenger,1171,167,55.3,7.3,5.1,6.6,0.0088853407814844,0.0002016897549354,0.0002374395769153,0.0022051805248338,0.0003639258166012,0.0003995412434907,0.0002843810127132,0.0014153607563989,0.0013031685095516,9.655380445360874e-05,0.0023780997815904
27,Mid Witch,BR,Challenger,1086,275,58.7,5.7,4.9,6.8,0.0088765484240772,0.0002107631427575,0.0002477072546937,0.0017927195403199,0.0004084831990098,0.0004210463512869,0.0003050386290611,0.0013840057336859,0.0013226247968243,9.774563176565412e-05,0.002686414144672
28,KBM Dioge7,BR,Challenger,981,497,53.1,7.3,6.2,5.9,0.0088654447573442,0.0002185366761996,0.0002628698685262,0.0025581128424317,0.0003746915799513,0.0004614565238593,0.0003128302189532,0.0011691725720102,0.0016905535017197,0.0001002066925427,0.0017170142811497
29,Aithusa 23,BR,Challenger,969,523,53.8,7.0,6.3,6.4,0.0088589874958047,0.000216928550196,0.0002619488951144,0.0029305268888341,0.0003542949623743,0.0004620362460709,0.0003074069212706,0.0011110066064217,0.0016264423844467,0.0001003388362421,0.0014880572048333
30,agorinas,EUW,Challenger,988,487,54.4,5.4,4.5,7.0,0.0088317897583013,0.0002214945445734,0.0002637018466079,0.0020168049873618,0.0004123306394758,0.0004590950002491,0.0003229522689358,0.0012758295693418,0.0017096838025113,9.995066693006908e-05,0.0020499464323141
31,New Generation,SG,Challenger,1005,423,53.1,7.2,6.5,8.3,0.0086532327178191,0.0002111708334229,0.0002505155201256,0.0028709942752963,0.0003519888591658,0.0004429281582086,0.0002967753393195,0.0011647841779597,0.0013433515240499,9.904193647250448e-05,0.001621682093798
32,KR tacokiller,EUW,Challenger,1200,145,55.0,4.2,4.9,7.2,0.0085051652366155,0.0001988818774598,0.000234033168428,0.0023489407030093,0.0003473770460076,0.0003882266211983,0.0002763100129386,0.00137215013757,0.001307393409404,9.632334367409272e-05,0.0019355289169254
33,wegshsdfah,BR,Challenger,998,463,54.1,8.5,5.9,5.9,0.0083556138556979,0.0002227245436077,0.0002662920212193,0.001576230759902,0.0004422746373102,0.0004489501802881,0.0003339248533677,0.0013720751586749,0.0017288703430665,9.976814278248352e-05,0.0018645032154786
34,BrightBehaviour,LAS,Challenger,1008,420,53.8,6.7,4.2,6.0,0.0083475111014512,0.0002163359430256,0.0002540526240196,0.0020320046341284,0.0003961805914176,0.0004436949345398,0.0003070251557409,0.0012020465665503,0.0014286065675277,9.911441068393712e-05,0.0019684496738169
35,German Shepherd,LAN,Challenger,955,556,52.9,6.4,4.6,8.7,0.0082891313096487,0.0002184154313081,0.0002599433771511,0.0026042661842642,0.0003598810404845,0.0004701678270229,0.0003088796280688,0.0010875808625301,0.0013679054662672,0.0001004253081312,0.0015116661844201
36,BOBOPIPLUP,EUW,Challenger,946,576,54.7,5.6,4.0,5.9,0.0081658945978415,0.0002212595440679,0.0002666104940191,0.0022306848836075,0.0003775326800399,0.0004671702969356,0.0003333136811023,0.0013689219641629,0.0013659827317044,0.0001006978799814,0.00143372044222
37,Mandioguila,BR,Challenger,1069,297,56.6,5.6,5.8,8.8,0.0081512697757627,0.0002058637438867,0.000244135839656,0.0022867671525234,0.000351308486267,0.0004217659268241,0.0002892817857256,0.0011745932131976,0.0012527245064951,9.789382192711807e-05,0.0018269352992597
38,aimyon36,OCE,Challenger,1345,58,54.6,6.5,4.6,5.9,0.0081066284010198,0.0001954946747574,0.0002290938467094,0.0018893332445067,0.0003509961119246,0.0003742779879774,0.0002712062824529,0.0014809651300038,0.0012504894340048,9.540884087474896e-05,0.0019693628478077
39,ssavraa,EUW,Challenger,926,641,54.3,5.2,5.7,6.3,0.0080604552478551,0.0002219126617224,0.000268411606918,0.0026051799070087,0.0003496176157657,0.0004861716089589,0.0003142303736563,0.0010165094885084,0.0014215957575406,0.0001016030698987,0.0012752231578769
40,KY5EK4,EUNE,Challenger,1096,262,54.7,6.4,3.6,6.8,0.0080281081605599,0.0002098554244501,0.0002473120668477,0.0013152143927818,0.0004275404762713,0.0004013289936994,0.0003247396994525,0.0021622218803329,0.0011136408276891,9.732685247054838e-05,0.0017289275465643
41,TTV AKASHI10,EUW,Challenger,1434,31,54.0,6.3,4.4,7.0,0.0080266002728447,0.0001945550608519,0.0002279333186212,0.0017643307244893,0.0003539093430525,0.0003704048349104,0.0002702563176568,0.0014987091995857,0.0012105662212952,9.513331984029818e-05,0.002040801932541
42,4zr,EUW,Challenger,922,661,55.3,5.8,5.0,5.7,0.0080185908712841,0.0002253852513781,0.0002707509971269,0.0024862475570385,0.0003656328657116,0.0004972218262408,0.0003240783542233,0.0010479051436878,0.0013179651695398,0.000101858641634,0.0013815450647028
43,春はゆく,JP,Challenger,1245,106,55.9,6.7,4.6,5.3,0.0080009418331294,0.0001971267175466,0.0002318051300174,0.0019194376940163,0.0003468558271247,0.0003865002886784,0.0002741241101273,0.0013162849766294,0.0011993140840136,9.58985736263026e-05,0.0020335944313489
44,wx 499999953,OCE,Challenger,990,486,56.3,6.4,5.5,5.9,0.0079589043203829,0.0002152974189163,0.0002558979136424,0.0022628056617478,0.0003617911653801,0.0004610026122694,0.0003048511488104,0.0010838261836823,0.0012890465229872,9.968095891337104e-05,0.0016247047340332
45,PiMP DADDY1233,EUW,Challenger,1265,90,54.0,6.8,4.4,5.8,0.0078669602084121,0.0001978265828749,0.0002310850253429,0.0018910964899475,0.0003592312918819,0.0003749286890015,0.0002744124489528,0.0014042363222263,0.0012437848897717,9.575322989598067e-05,0.0017946052385162
46,NNJ ShaunMaker,PH,Challenger,1041,349,60.1,7.2,3.8,6.7,0.0078308485445695,0.0002074057611157,0.0002461875522941,0.0022085365959135,0.0003479486301294,0.0004299736509413,0.0002905277644728,0.0011275184626402,0.0012647251416195,9.829436269422135e-05,0.0016097306227484
47,Zayco,BR,Challenger,1221,124,51.7,7.1,4.9,6.4,0.0078052712487121,0.0001980364038165,0.0002322037317475,0.002050602315466,0.0003479354315183,0.0003784377180395,0.0002738562565605,0.0013543624422545,0.0012568737265189,9.610023398204236e-05,0.0016168629888078
48,DARK WlNGS,EUW,Challenger,996,472,57.1,5.2,4.3,6.6,0.0077761138303214,0.0002198867025103,0.0002689633266315,0.001411299832143,0.0004082259043725,0.0004442206869655,0.0003311843773776,0.0012411527762723,0.0019054332885022,9.972842999784146e-05,0.0014460185055484
49,Quad,KR,Challenger,1005,426,54.7,4.7,4.0,7.7,0.0077542617761252,0.0002196581489725,0.0002591444336833,0.0013517093598202,0.0004540676477564,0.0004238308221315,0.0003460106850917,0.0019010513305165,0.0011984644814044,9.899259415557046e-05,0.0015013322725927
50,QUINDINHO,BR,GrandMaster,894,2652,53.1,8.8,6.1,4.8,0.0077353614186901,0.0003736426683167,0.0004795424285125,0.0004325396256844,0.0002802799072676,0.0043920830268006,0.0004783709905371,0.0003701316514209,0.0004145557176387,0.0001270779669463,0.0003871374355648
51,russin molejo,BR,Challenger,1001,452,56.1,6.0,5.7,6.6,0.0077239953651047,0.0002219962128884,0.0002681777982595,0.0013098475157035,0.0004377085250552,0.0004447295221842,0.0003259383434087,0.0011072814576794,0.001953202754293,9.964126797760251e-05,0.0015554719676548
52,封弊者,JP,Challenger,1001,453,62.2,9.4,3.8,5.7,0.0077149721491167,0.0002117883483934,0.0002516781523667,0.0022666360587523,0.0003478520835328,0.0004505993713859,0.0002977536905506,0.001070894446496,0.0012131284399274,9.930600785138148e-05,0.0015053355498598
53,ObsoIete,TR,Challenger,929,633,55.1,6.8,5.0,6.3,0.0077082301387981,0.0002196770384289,0.0002667038219617,0.002198930268495,0.0003430747245579,0.0004812596894155,0.0003089792200575,0.0009950404814787,0.0015603552057878,0.0001012055276532,0.0012330041609615
54,Likable,EUW,Challenger,924,654,53.1,7.4,5.1,6.6,0.0075887538596658,0.0002301713031328,0.0002735229622038,0.0017751402737362,0.0004123761472175,0.0004940965374053,0.0003402633133899,0.0011150960006421,0.0013357691776767,0.0001016390334917,0.0015106791107694
55,Wind19,LAN,Challenger,1564,15,57.6,7.2,4.2,6.8,0.0075829259477029,0.0001945127752356,0.0002268984749646,0.0013649168577361,0.0003668080983525,0.0003690569230057,0.000272195290874,0.0014506055499047,0.0010762597974262,9.488606496655874e-05,0.0021667861152366
56,Sleepy,BR,Challenger,928,636,53.8,5.8,4.9,7.9,0.007514564297218,0.0002220618984978,0.0002682896438776,0.0021382536573566,0.0003536116092954,0.0004904694770363,0.0003187643382179,0.0010297704886487,0.0012937799172041,0.0001015050287527,0.0012980582383305
57,Xuchi,VN,Challenger,930,625,66.0,7.2,4.5,8.5,0.0074960712797919,0.000219243002887,0.0002620051400374,0.002272977518773,0.000344085180027,0.000485151154372,0.0003086073115786,0.0009897051495744,0.0012191363990047,0.0001010247603759,0.0012941356631614
58,SUPERSERIN,EUW,Challenger,976,510,52.6,6.8,5.3,6.3,0.0074795112795622,0.000223223505164,0.0002619786211192,0.0016025640613367,0.0004238354531252,0.0004489456108894,0.0003222552631943,0.0011501192529922,0.0013960546146225,0.0001000157330857,0.0015505191640325
59,brast,EUW,Challenger,915,691,56.4,5.8,4.7,5.6,0.0073699021067229,0.0002295631148312,0.0002752405907542,0.0017698081492001,0.0003868551851826,0.0005108544280678,0.0003331471255144,0.0010163753119089,0.0013415754800495,0.0001020608150548,0.001404421906159
60,IIrrooGG,EUW,Challenger,1178,160,66.1,6.8,3.7,6.1,0.0073076108525537,0.0002030066255699,0.000246417522158,0.0012183703657335,0.0003787398848223,0.0003909068804807,0.0002900088710443,0.0011472605599329,0.0018432698462676,9.658832192223424e-05,0.0014930419746219
61,Little Mandiocaa,BR,Challenger,918,675,52.1,5.2,5.5,10.2,0.007303062358957,0.0002226047910682,0.000267928644164,0.002172592746989,0.0003448266422216,0.0004963910473349,0.0003157171955691,0.0009680583336848,0.0011865473275548,0.0001018800779514,0.0012265155524188
62,Polkα,EUW,Challenger,909,727,53.1,5.0,4.8,7.9,0.0072749197160087,0.0002248912722615,0.0002708089324018,0.0021798375113171,0.0003434287900213,0.0004979713079079,0.0003170966805702,0.0009553419097824,0.0012388619309428,0.000102379341974,0.0011443020388293
63,Jerry Wooters,EUW,Challenger,893,785,55.0,6.9,5.7,6.7,0.0072640901931378,0.0002366134322417,0.000287608228109,0.0015690188373936,0.0004048548352171,0.0005266152802756,0.0003585639868353,0.0010577385588389,0.0014414152021463,0.0001030139433214,0.0012786478887584
64,Besha,SG,Challenger,949,571,60.2,7.1,4.3,8.7,0.0071888624912774,0.0002192482124805,0.0002607820733696,0.0018482070437198,0.0003612911981556,0.0004809304615526,0.0003112253581511,0.0009939440957247,0.0011784100431751,0.0001005241326765,0.0014342998722714
65,broken mirror,EUW,Challenger,1187,152,52.4,4.8,5.2,5.7,0.0071150668245471,0.0002000406619188,0.0002334487179025,0.0016731059657919,0.0003575965814539,0.0003794674962038,0.0002766179415253,0.0012141127565159,0.0011708535642389,9.629763068369008e-05,0.001513525508312
66,Painfυl,EUW,Challenger,880,827,53.4,6.9,5.0,6.3,0.0070512055505848,0.0002315058034105,0.0002812141380674,0.0019668362526306,0.0003493565839207,0.0005289986304145,0.0003298355526983,0.0009179121669063,0.001255386765681,0.0001035634405635,0.0010865962162915
67,RIV Punga,BR,Challenger,1616,10,55.8,6.5,4.5,7.2,0.0069012726020051,0.000192104626556,0.0002240857219229,0.0013491718919876,0.0003478795325842,0.0003610915167254,0.0002661233851641,0.0014018341056473,0.0010358475484157,9.473691414078298e-05,0.0016283973588607
68,CINNAMON GlRL,LAS,Challenger,897,771,60.1,7.0,4.8,8.5,0.0068951706220632,0.0002295570357439,0.0002746229798164,0.0018003909455462,0.000361035248628,0.0005294274136083,0.0003272933813808,0.0009183429327947,0.0011536093791672,0.0001026497319039,0.0011982415734733
69,BLADE ENMA,EUW,Challenger,902,759,54.1,7.1,5.7,5.0,0.0068272889797504,0.0002322563825744,0.0002799998120668,0.0016018721440034,0.0003762894705738,0.0005266866925989,0.0003320170308236,0.000901984187266,0.0012487236904655,0.0001028809491861,0.0012245786201915
70,SSUNSSUN,KR,Challenger,880,825,53.5,5.4,6.1,7.3,0.0067901862005506,0.0002326580873552,0.0002782358614804,0.0017348267051241,0.0003615742680813,0.0005213124427519,0.0003307232899393,0.0009220865266461,0.0012065317710423,0.0001032585647613,0.0010989786833683
71,AsIfItsYourLast,OCE,Challenger,897,770,55.2,7.1,5.3,6.8,0.006672123719212,0.000227985969239,0.0002731479340741,0.0016730741593389,0.0003530910990732,0.0005290395714027,0.0003241649156076,0.0009019473729719,0.0011201613771579,0.0001025720937719,0.0011669392265744
72,Alex Blais,EUW,Challenger,942,592,55.1,5.4,3.8,6.8,0.0066568727603535,0.0002275884414701,0.0002672845149646,0.0013407697227586,0.0004184581946669,0.0004809482505622,0.0003251847221941,0.0009391982302691,0.0011521313976799,0.0001009749875314,0.0014043342982562
73,Nomanz,EUW,Challenger,873,856,55.5,6.3,4.6,6.2,0.0064901348622637,0.0002418166693202,0.000295245231658,0.0012691014704308,0.0004158193159622,0.0005265026989268,0.0003867120066438,0.0010403024250481,0.0011462490991717,0.0001038863141182,0.0010644996309835
74,cikcik,KR,Challenger,864,888,53.3,4.8,4.9,6.1,0.0064408858678274,0.000240039791202,0.0002870555028806,0.0014192011773532,0.0003825254314338,0.0005520559384483,0.0003453608969481,0.0008720371331409,0.0011497695489351,0.0001041040074419,0.001088736440043
75,TF Honest,EUW,Challenger,855,912,53.5,6.3,5.2,6.6,0.0063396076385822,0.0002347391283173,0.0002873367516871,0.0015515650717904,0.0003405002230596,0.000558613091539,0.000335391139394,0.0008388423577695,0.0011011681789128,0.0001045631292309,0.0009868885668812
76,Adarladorri,EUW,Challenger,870,865,55.7,5.9,3.3,5.4,0.0063368158451721,0.0002338975674137,0.0002822112075487,0.0015052825831203,0.0003528762912502,0.0005573286299604,0.0003339205588754,0.0008429183330499,0.0010539934504415,0.0001038654022101,0.0010705218213014
77,Indexy,KR,Challenger,925,642,52.8,6.3,4.2,5.9,0.0063092772924294,0.0002297360971962,0.0002685791396546,0.0012735145075509,0.0004218094042283,0.000467783684924,0.0003283346283255,0.0009188560954238,0.0011216228452758,0.0001012607458945,0.0011777801439555
78,이잉하지마세요,KR,Challenger,913,703,54.7,6.3,4.9,7.5,0.0063043356333455,0.0002221291612484,0.000277917428274,0.0012069378185767,0.0003363022206553,0.0004597683389398,0.0003075259160789,0.0008018148323528,0.001704336349513,0.000101966791795,0.0008856367759111
79,belt ginger army,EUW,Challenger,849,938,59.8,7.4,4.3,6.3,0.006285273949477,0.0002403806307697,0.0003022543025077,0.0012537248585983,0.0003591653313075,0.0005596507565387,0.000347710822316,0.0008081738725663,0.0013659473838788,0.000105013219637,0.0009432527713565
80,otamegane,PH,Challenger,1010,417,61.7,8.1,4.9,5.7,0.0062704031292876,0.0002203779948839,0.0002552622386281,0.0011121932257579,0.0004508528629411,0.0004382045239196,0.0003133869620459,0.0009161015726334,0.0010366475077796,9.897762243447596e-05,0.0014283986182632
81,NapoIeon Hill,EUW,Challenger,878,836,53.0,5.0,4.9,6.2,0.0062682565095773,0.0002440565166151,0.0003005657920017,0.0010707661289172,0.0004355297843563,0.0005300648416109,0.0003702632915874,0.0008611039991297,0.0013066435898107,0.0001038081951656,0.0010454543703823
82,clover7,EUW,Challenger,850,933,57.0,6.7,4.7,6.5,0.0062621225799093,0.0002435295857247,0.0003000423063846,0.0012526566320568,0.0003787815704883,0.0005635644319733,0.000348695378811,0.0007985317583398,0.0012881313593446,0.0001048971655823,0.0009832923912036
83,Sebekx,EUW,Challenger,1134,209,56.2,5.0,3.4,6.8,0.0062210321969897,0.0002114607953833,0.0002435345648445,0.0010132089936313,0.0004687884882032,0.0003968289388435,0.0002981161728763,0.0009566114128187,0.0010241978506104,9.697682213279896e-05,0.0015113081576455
84,hysteria x0,TR,Challenger,1055,317,56.8,8.7,4.4,5.8,0.006155686200079,0.0002161986592442,0.0002495838553515,0.0010263932550077,0.0004652993920265,0.0004187598155239,0.0003089696138285,0.0009315591893029,0.0009865324979555,9.797019120982372e-05,0.001454419730628
85,ZaltHate,EUW,Challenger,996,471,54.1,6.2,6.3,6.3,0.0061407281603486,0.0002265410548189,0.0002650565053329,0.0009186904777403,0.0005490799645794,0.0004209528563039,0.0003709391909271,0.0012135831331951,0.0009358523254069,9.941088876958996e-05,0.0011406217632742
86,Tutsz,BR,Challenger,1339,61,54.6,6.7,4.5,6.9,0.0061167652813027,0.0002010328732055,0.0002379918257156,0.0008431480392845,0.0004502188481955,0.0003518145054301,0.0003158784407779,0.0016293269978418,0.0009212562684555,9.517007323422786e-05,0.0010709274091618
87,BilIy Butcher1,EUW,Challenger,844,958,53.3,7.4,6.4,6.2,0.0060592992402982,0.0002439702422569,0.0002965960120139,0.0013017966543193,0.0003700188440773,0.0005691296344487,0.0003513759466521,0.0008026027777074,0.0010612747438524,0.0001053546239488,0.000957179761021
88,Wirko,LAN,Challenger,835,990,58.8,6.1,5.1,6.4,0.00602477097331,0.0002421824978566,0.0002905986334993,0.0013218802918317,0.0003605332862636,0.0005916558014384,0.0003453945087267,0.0007924197122091,0.0010050870670519,0.0001050344052347,0.0009699847691976
89,nigs lungz,PH,Challenger,853,928,55.3,8.2,4.5,5.4,0.0059919708515108,0.0002356675098941,0.000292722234322,0.001203167493027,0.0003454994367688,0.0005643679195795,0.000334499233789,0.000772210069283,0.0012022998894019,0.0001043423267993,0.0009371947386457
90,l º w º I,EUW,Challenger,827,1012,54.7,5.5,5.4,7.4,0.0059739787899566,0.0002522952548118,0.0003034408749198,0.0011132129023161,0.0004111656426748,0.0005977054488825,0.0003809465036369,0.0008196966587859,0.0010118799044262,0.0001055687858385,0.0009780668136636
91,Nem9,EUW,Challenger,812,1068,55.0,4.8,4.4,5.5,0.0059291693720746,0.0002528667951122,0.0003085518437863,0.0011343429942245,0.0003886597470405,0.0006235575113579,0.0003852754852738,0.0008057852444753,0.0009872615069067,0.0001062643304109,0.0009366039134861
92,TINIDOR KUTSARA,PH,Challenger,820,1037,55.8,7.4,4.9,7.4,0.0058830427068523,0.000241487823057,0.0002926529186139,0.001279058676322,0.0003443730760804,0.0006097788027985,0.0003465677867814,0.0007788066071726,0.0009678553140575,0.0001054740171217,0.0009169876848468
93,Washin,BR,Challenger,925,649,62.4,6.8,4.1,7.2,0.005837109113639,0.0002248426976987,0.0002865184072582,0.0009428579498083,0.0003773667324242,0.000448944213168,0.0003424746240985,0.0008649621193105,0.001376564756376,0.0001015129503324,0.0008710646631636
94,Τoffe,EUW,Challenger,885,810,54.9,5.8,4.8,5.7,0.0057845991768768,0.0002455567422939,0.0002882078771517,0.0009689334167442,0.0004815471374474,0.000515469278238,0.0003731326026747,0.0008320466143354,0.0009354044514501,0.0001033245043952,0.0010409765521458
95,FA Ramune,JP,Challenger,812,1067,53.3,5.0,4.9,7.9,0.0057842165309025,0.0002454617699318,0.0002972738510607,0.0011902771857745,0.0003534412106975,0.000628775271251,0.0003520088663921,0.0007498357941773,0.0009555287381963,0.0001058218782595,0.0009057919651614
96,lolfalcon02,LAS,Challenger,1243,110,58.0,10.6,6.3,5.7,0.0057713852702909,0.0001984205790337,0.0002440671161155,0.0008805919456067,0.0003559164983659,0.0003657040612628,0.0002722209928871,0.0008118477883655,0.0015868758226053,9.59498514220798e-05,0.000959790614626
97,Spyware,EUNE,Challenger,808,1086,57.2,4.1,4.2,8.6,0.0057438718113267,0.0002448943460202,0.0002967050180144,0.001211734527691,0.0003459153482877,0.000629606289108,0.0003528623759546,0.0007533591745534,0.0009217752753995,0.0001060282548483,0.0008809912014491
98,Ilyich Ulianov1,BR,GrandMaster,769,2884,66.4,8.7,3.4,4.8,0.0057144970415394,0.0004204419833914,0.0005399553338737,0.0003864113510748,0.0002753488738143,0.002370075562703,0.0005264041546216,0.0003387517506037,0.0003734272046744,0.0001313312390384,0.0003523495877437
99,Grevzin,BR,GrandMaster,805,2795,51.8,5.6,4.4,6.4,0.0057112378718977,0.0004142665850628,0.0005463732041006,0.0004044982821164,0.0002821196215366,0.0022896051697443,0.0005336919368952,0.0003523514440457,0.0003925762509628,0.0001300850449307,0.0003656703325021
100,DlPLEX,EUW,Challenger,1506,19,54.1,5.3,4.8,5.6,0.0056937261989304,0.0002028070165765,0.0002328425228246,0.0008379880428537,0.0004996574328523,0.0003560976152505,0.0002864168185873,0.0009812175586286,0.0009368580103366,9.49108339318844e-05,0.0012649303470881
101,nursena yener1,BR,Challenger,1154,181,57.5,7.5,4.6,6.3,0.0056934896153698,0.0002143872367329,0.0002465927088295,0.0007725687582431,0.000641916936975,0.0003730355096681,0.0003354180453044,0.0010630662681235,0.0008401895916375,9.647741771802764e-05,0.0011098371421373
102,WD NOMA,EUW,Challenger,883,816,53.5,5.3,3.9,7.6,0.0056686682979811,0.000247697144685,0.0002901847051677,0.0009031387054885,0.0005143525211262,0.0005043535334685,0.0003884016591746,0.0008379665617579,0.0008946272025863,0.0001033328622824,0.0009846134022436
103,VNR LUKA,EUW,Challenger,845,952,55.6,5.6,5.0,7.5,0.0056116546024683,0.0002555772618032,0.0003050623288331,0.0009015040865682,0.0004826525937821,0.0005449572949985,0.0004069301041677,0.0007995408587474,0.0009021610321596,0.0001050166368806,0.0009082524045274
104,Copý,EUW,Challenger,1449,28,58.3,5.7,4.4,7.1,0.0055713876939088,0.0002025327969951,0.0002416774399103,0.000750846500912,0.000502541154225,0.0003484489721932,0.0003082266082822,0.0010922457047634,0.0010035315491721,9.49537407266431e-05,0.0010263832267285
105,Hauz,BR,Challenger,939,603,56.0,6.9,6.0,7.1,0.0055499436825256,0.0002360673487274,0.0002812139981443,0.0007832442009517,0.0005847233798717,0.0004384951121427,0.0003878289107602,0.0008879050955596,0.000915788416758,0.0001008402242988,0.0009338369953108
106,Egzod,LAN,Challenger,762,1249,52.5,7.5,6.3,7.2,0.0054551003642922,0.0002683732196936,0.0003227570067831,0.000907562153412,0.0004096057551552,0.000671093133739,0.0004232234497966,0.0007227378441895,0.0008315876395854,0.000107959625979,0.0007902005359583
107,6두콩,KR,Challenger,779,1186,53.3,4.8,4.5,6.1,0.005443398580345,0.0002596822886881,0.0003127439549787,0.00097318095473,0.0003808783662473,0.0006256450988674,0.0003775324792443,0.0007064530115687,0.0008982566870701,0.000107429690155,0.0008015960487951
108,MS IRREGULAR,EUW,GrandMaster,850,2695,53.4,6.9,5.6,6.2,0.0054413174552381,0.0003701897855509,0.0004819626306073,0.0004283529562357,0.0002705438082998,0.0021489401195857,0.0004607725364921,0.0003646929797554,0.0004095279331569,0.0001280823097836,0.0003782523957703
109,Mát,LAS,Challenger,779,1187,64.4,4.1,3.8,8.2,0.005438086702731,0.0002473391056897,0.0003014061007541,0.00109976821036,0.000328993120703,0.0006510227955428,0.0003495807037161,0.0006963722234354,0.0008659072210309,0.0001071503625183,0.0007905468589803
110,제리ll,KR,Challenger,811,1070,52.7,5.2,4.7,6.4,0.0054277410491088,0.0002392212869454,0.0002890301028748,0.0011554777153262,0.0003278417225447,0.0005567234971678,0.0003350524180416,0.000728951035865,0.0008964265691838,0.0001057300874197,0.0007932866137395
